userName,score,Date,content
Abu Androi,1,12/19/2021 16:13,Keluhan masyarakat jangan dibpersulit mai bayar aka ko repot
Evi Zuliani,5,12/19/2021 15:37,"Pelayanan nya sangat jos, gercep bgt trimaksih yaaa"
Afnan Fariz,3,12/19/2021 14:57,Tingkatkan lagi
muhamad rosid,5,12/19/2021 14:50,"Aplikasi yang sangat membantu dan sangat berguna karna saya mau komlplain tagihan listrik saya yg salah tidak perlu datang ke kantor pln,cukup lewat layanan bantuan chat live dengan operator pln mobilenya aja,,dan pelayanannya sangat memuaskan cepat tanggap meskipun di hari mnggu selalu stanby untuk custemer...trimakasih PLN mobile"
Sukma wati,5,12/19/2021 12:55,Pln mobile terbaik
Yusra Abdullah,5,12/19/2021 12:52,PLN mobile terbaik
anak lanang,1,12/19/2021 12:34,"Live chat123 pln.co.id kurang membantu bagi saya karna menunggunya terlalu lama dan sering harus menunggu ulang dari awal lagi sementara kami membutuhkan nya segera agar bisa diperbaiki,,"
Sulasiah,5,12/19/2021 12:14,Aplikasi ini sangat membantu untuk permasalahan bug token gagal dan lainx terimakasiah PLN MOBILE
maisarah sarah,5,12/19/2021 12:05,PLN mobile terbaik
Putri Anisak,5,12/19/2021 11:28,Pln mobile mudah
Opian Cakep,5,12/19/2021 11:17,Saya kemarin mendapat pemberitahuan lwt wa pln mobile bahwa saya dpt hadiah cuan mingguan...tp ko smpai sekarang blm ada konfirmasi lg ya kpn hadiahnya akan diproses?
Boxing Studio,3,12/19/2021 11:02,Kenapa terus minta verifikasi dengan foto ktp dan foto selvi ktp. Sudah di lalukan berulang ulang tetep saja minya lg
said karim,5,12/19/2021 10:43,sangat bermanfaat
Reza Syafrial,3,12/19/2021 10:38,fitur OTP via sms tidak bisa terkirim apabila nomor hpnya tidak satu perangkat dengan aplikasi...
77 PANCA ECO TANI 2020,5,12/19/2021 9:45,Alhamdulillah sangat membantu
vj yan,5,12/19/2021 9:33,sangat membantu
Oma listrik Mandiri,5,12/19/2021 7:21,"Alhamdulillah...dengan adanya aplikasi PLN mobile, kami penyedia pembayar listrik online sangat terbantu sekali, Dari segi membantu masyarakat yg ingin mengajukan pemasangan baru,, Dan memberikan edukasi,. Terima kasih"
ricki gunawan,1,12/19/2021 6:16,"Saya mau bertanya, aplikasi ini apa tdk bisa di gunakan di kota batam?"
Eka Yuliastutiek,5,12/19/2021 5:39,"Penanganan lebih cepat, makasih pln"
Gerry Frisky Tambuwun,5,12/19/2021 1:11,"Buat pendaftar baru masukan kode referall untuk mendapatkan bonus nya "" YWBOEC """
Valentino Manu,5,12/19/2021 0:55,"Saya mau aktivasi saldo tapi sms kode otpnya tidak masuk"""
Agus,1,12/19/2021 0:17,"downld sudah,giliran masuk susahðŸ˜“ðŸ˜”ðŸ˜­"
Adi Sujaryana,1,12/19/2021 0:09,"App tidak bisa terinstal, sudh di coba ber kali2. App lain lancar terinstalðŸ˜¢"
Sarmudi Mulyono,5,12/18/2021 23:50,"Sangat membantu sekali dengan ada nya aplikasi ini. Ini bertanya, paket SLO saya pengurusannya bagaimana ya? Saya kan bayar beserta paket SLO Nya, tapi Kok blm dapet sertifikat SLO nya. Terimakasih"
Angga Ramadhany,2,12/18/2021 23:33,"Aplikasi sering error, buat kirim pengaduan saja gak bisa"
N4 FAMILY,2,12/18/2021 22:44,"Pak tolong untuk di daerah khususnya kami palembang musi banyuasin, lawang wetan. Lampu nya jangan selalu dipadamkan. Padahal pemeliharaan kabel setiap hari. Tapi hampir tiap malem lampu padam. Itu pun 2 jam, cuaca terang bulan pun kadang padam. Mksh"
Aji Anwar,5,12/18/2021 22:04,TPPNYC masukan kode referal... Aplikasi yg sangat membantu kita untuk tahu lebih rinci penggunaan listrik terutama di rumah kita. Terima kasih team IT PLN The Best
Farihin Arifandy,5,12/18/2021 21:06,Mantul mantul mantab betul
Alhujrat Rambe,3,12/18/2021 21:01,"cara mengaktifkan Aktivasi saldo PLN gimana admin PLN, tolong solusinya pak Admin PLN, supaya saldonya bisa digunakan."
Opang shooting,5,12/18/2021 20:57,Sangat membantu
Aris Priyo wibowo,1,12/18/2021 20:36,Kenapa saat tag lokasi engk bsa di konfirmasi lokasi nya. Jdi pengaduan tidak bsa sblum menyelesaikan step yg itu.
Parmin Tea,5,12/18/2021 19:29,Terbaik buat beli token
Dedi Mulyadi,5,12/18/2021 19:15,Pembayaran pln lebih mudah pake token biar tidak ada tunggakan dan denda
M R,4,12/18/2021 19:14,Aplikasi sangat membantu mengetahui tentang informasi kelistrikan
Tri Afboy,5,12/18/2021 19:13,Sangat cepat melayani konsumen
Arya Keysa,5,12/18/2021 18:46,Sangat membantu
Realme C15,5,12/18/2021 18:45,Pelayanan nya tolong di tingkatan lagi kak biar cepat
Erza Erza,5,12/18/2021 17:53,"Terimakasih PLN,,top"
Laelatul Fatimah,5,12/18/2021 17:46,"Tengkyuu PLN makin kesini fitur PLN Mobile lebih lengkap dan lebih user friendly yaa, skrg jadi lebih mudah pantau penggunaan listrik dan jd lebih cepat untuk melaporkan gangguan"
Hafizh Apiet,4,12/18/2021 17:44,"Mahal amat buat naik daya biaya nya,, kirain free naikin daya,, kalo free saya tambahin Bintang dah jadi Bintang 5,, kecewa Ama harga nya aja ðŸ™„ðŸ™„"
Abiyu Lutfi,5,12/18/2021 16:22,Sangat membantu saya
Niko Robin,5,12/18/2021 15:59,"Wow ini hebat sekali, yang belum download silahkan download dulu dijamin puas dan nggak bakalan nyesel, terima kasih banyak PLN mobile"
AKAU DIMUS,3,12/18/2021 15:30,"ðŸ™ðŸ™Coba kasik 3 bintang dulu, kalu bagus app ini saya kasik 5 bintang ðŸ‘ðŸ‘"
Laradini Boisana,5,12/18/2021 15:23,Good...sangat efektif dan efisien
Widie Prasetya,5,12/18/2021 14:58,"Good respon, komplen ngga nunggu 5 menit langsung ada respon dan orang PLn lgsg datang . Terima kasih aplikasinya sangat membantu."
Erfian Nur Dirman,5,12/18/2021 14:48,"Mudah penggunaannya, cepat penanganannya"
muh tang,5,12/18/2021 14:16,Sangat membantu
Arfandi Music,2,12/18/2021 13:54,Sangat jelek pelayanan buruk setiap kali pengaduan selalu mohon coba berapa saat lagi apk ngk guna 1Ã—24 jam saya tnpa listrik tidak bisa kerja karna tidak ada tindakan dari PLN
Istiqomah 1992,5,12/18/2021 13:50,"Aplikasi sangat bagus, mantab PLN mobile ðŸ‘ðŸ‘"
Indah Sari,5,12/18/2021 13:25,PLN mobile terbaik
Akun Pertama,5,12/18/2021 12:54,Sangat membantu
yanx jog,3,12/18/2021 12:16,Pengaduan tidak bisa masuk slalu gagal mengakses lokasi....tidak bisa konfirmasi lokasi
silviana dewi,3,12/18/2021 12:11,belum di kerjakan tpi di oengaduan tulisannya sudah selesai
Atep Saepudin W.,4,12/18/2021 12:06,Kayanya lebih asik lagi kalo metode pembayaran bisa pakai Kartu Kredit
SUPRIYANI,4,12/18/2021 12:00,Untuk aplikasinya bagus cepat respon tapi sayang untuk pelayanan lapangan sangat mengecewakan untuk area Majenang cilacap jateng
Nita Asa,5,12/18/2021 11:47,Sangat membantu. Harap setiap pengaduan tolong sesegera mungkin di tindak lanjuti. Terima kasih
Raka Bireuen,5,12/18/2021 11:15,PLN mobile terbaik
Mutia Wati,5,12/18/2021 11:04,PLN mobile mudah
kym pati,5,12/18/2021 11:01,Ssngat bermanfaat dan bagus. Terus tingkatkan kinerjanya
Fandy,1,12/18/2021 10:46,OTP tidak terkirim
Dilla Salsabila,5,12/18/2021 10:13,PLN mobile terbaik
Asmaul Husna,5,12/18/2021 9:54,PLN mobile mudah
Khaira khaira,5,12/18/2021 9:53,PLN mobile terbaik
Turmudi Tarno,5,12/18/2021 9:32,"Saya suka dgn adanya aplikasi ini,sangat berguna bagi plggn listrik,tapi jgan suruh update terus ya bos,"
Zah Rini,3,12/18/2021 9:05,Bila ada laporan listrik padam Mohon kepada pln untuk menugaskan karyawan gangguan untuk memperbaiki atau menyalakan
Joko Untoro,4,12/18/2021 8:54,Sangat membantu
sakhudin pbg,3,12/18/2021 8:39,"tolong pihak pln,pembayaran kenapa tidak bisa pake aplikasi dana,,tambahkan metode pembayaran lewat aplikasi dana,karena saya hanya mempunyai dana"
Ainur Rofiq,4,12/18/2021 8:25,"Bisa ga sy mo langganan beli token....? Makasih atas pelayananya, saat"" ini udh jarang padam."
Jalangkote Halal,1,12/18/2021 7:39,"Gak ngerti. Input nmr ID, yg kluar malah beda nama dan ID sy malah otomatis terganti angkanya. Capek di ulang2 ttp aja sprti itu.. Sy mau bayar tagihan iconet, pakai aplikasi agar memudahkan malah nyusahin. Tidak ada opsi pembayaran tagihan iconet, adapun cuma di arahkan hub. CS"
Nasya Suya,4,12/18/2021 7:10,Apk nya fiturnya bagus sih..tp disaat mau aktifin saldo pln..dimintai otp diapk tertulis sudah terkirim..tp ditunggu seharian ndak ada..diulangi mlh katanya terlalu bnyk permintaan otp..klo ada sms ya ndak minta ulang..ini ndak ada sma sekali..sementara 4bintang dlu
Muh Mulyadi,4,12/18/2021 6:53,Mudah dan cepat diproses kalau ada keluhan
Andi Nuririanti,5,12/18/2021 6:22,PLN yg terbaik dia menciptakan habis gelap terbitlah terang kami terbantu sekali terimah kasih banyak pln
Alvaro Indzaki,5,12/18/2021 5:33,"Lumayan mempermudah buat pembayaran listrik,masukan kode ni (WTGVEH) untuk mendapatkan kupon undian."
Yuniaro Halawa,5,12/18/2021 5:25,Pelayanan cukup bagus semoga kedepan lebih baik lagi.
Fathur Rohman Zakki Wara,1,12/18/2021 5:22,"admin ko pengaduan sering error? terus ko respon petugas tekniknya kurang baik kaya acuh tak acuh gitu, udah gitu saat pengaduan pasti dioper terus ama petugasnya."
fitria rahayu,5,12/18/2021 3:33,Kemudahan banyak didapat dgn aplikasi ini.
Edwin Destia,5,12/18/2021 2:06,Aplikasi yg sangat membantu untuk informasi tentang PLN
wayan binawan,5,12/17/2021 23:39,Sangat membantu
Wahyu Bagus sumantri,5,12/17/2021 23:29,Sangat membantu
Avinda Mesyafara,4,12/17/2021 23:14,Sangat memuaskan
Alfa Faqih,5,12/17/2021 21:37,Mantap selalu moga pln mobile berjaya
Hardjono M,4,12/17/2021 21:14,"Aplikasi bagus, ada hadiahnya bila punya akun ini."
Andi Mariam,5,12/17/2021 21:04,Sangat bermanfaat
Maiadeyani Ritonga,1,12/17/2021 20:57,Untuk PLN Cabang Indralaya adalah cabang terburuk. Tidak pernah ada konfirmasi. Percuma dicantumin nmr hape.
Amir Hamzah,4,12/17/2021 20:55,"Enggak ribet,lumayan....."
septy handayani,5,12/17/2021 20:36,"Bener2 gercep, ga pake lama.. solutif bgt.. pln mobile sangat2 membantu"
M Rian,1,12/17/2021 20:07,Woy ko ditempat gw pemadaman mulu anjim Udh tau gw pake wifi mana pas lagi maen ml lagi dontol
Ugu Mulyatini,5,12/17/2021 20:01,PLN semangkin maju....
Sidratila Muntahata,5,12/17/2021 19:58,Sangat Membantu
Faidul Bahri,5,12/17/2021 19:47,Lebih di tingkatkan lagi terhadap layanan agar semakin top
Muhammad Hanafi,4,12/17/2021 19:37,Pelayanan super Ok
Arfan Ramli,5,12/17/2021 19:17,Mntap dan mudah
Rion Opick,5,12/17/2021 19:03,sangat terbantu sekaliii....ðŸ‘ðŸ‘ðŸ™
Saskiyah bunayyah,5,12/17/2021 18:20,Bagus sekali sangat mempermudah
roganda bf purba,5,12/17/2021 18:19,Sangat terbantu untuk memantau kebutuhan listrik di rumah
Sigit Nugroho,1,12/17/2021 18:13,Bagaimana cara mengatur notif agar bisa difilter buat pelanggan? Makasih.
Abd Kadir,4,12/17/2021 17:16,Susah di buka untuk memasukkan no langganan ke kolom pembayaran
Nurhayati Surya,5,12/17/2021 16:44,Mantapz... bisa lsg cek tagihan
Umar Sanuaji,5,12/17/2021 16:41,"pelayanan terbaik, petugas juga ramah sekali. terima kasih telah memberikan pelayanan terbaik kepada kami ðŸ™"
Mas Ari,5,12/17/2021 16:33,Aplikasi baik..sangat membantu
yuni sufi,5,12/17/2021 16:11,Aplikasi sangat bermanfaat sekali... Respon petugas PLN sangat cepat...
Channel War,1,12/17/2021 15:50,Mana hadiah 250 MB nya?
sunar Denis,5,12/17/2021 15:41,Sangat memba ntu
zahara spd,5,12/17/2021 15:30,PLN mobile mudah
Rosman Toawi,4,12/17/2021 15:11,Kenapa hr ini lampu mati lg di donggala dsk.
Chairul Rizal,5,12/17/2021 15:11,Pln mobile mudah
RAHMAN,5,12/17/2021 15:04,Harapan saya semoga aplikasi PLN Mobile bisa memberikan solusi tercepat bagi setiap keluhan pelanggan
Yulianus Tugiyo,5,12/17/2021 14:45,"Jaringan baik, respon cepet"
Tarmihim Usman,5,12/17/2021 14:44,Pln mobile mudah
Idin Rosidin,5,12/17/2021 14:40,Semuanya jd mudah
Rusdi PlN,5,12/17/2021 14:29,"Ya trimaksih walaupun masih banyak gangguan sa,at transaksi tolong perbaiki"
dedi syarif,5,12/17/2021 14:18,Sangat membantu sekali
Dewi rastuti Dewi hendra,5,12/17/2021 14:17,Sudah menyala lagi pak baru saja
Ratna Nia,5,12/17/2021 14:11,Aplikasi pln mobile luar biasa menjangkau semua wilayah pelosok negeri
Agus indra,1,12/17/2021 14:01,Live chat nya jelek sekali. Sudah di imfokan tp masih itu itu juga yg di tanyakan. Mgk butuh 2 jam hny unt layani satu orang
Syamsul Bahry,5,12/17/2021 13:48,"Belum uji ciba aplikasi PLN mobile ini, tapi Insha Allah semakin dekat dengan pelanggan dan oerhitubgn biaya semakin real. Selamat bekerja melayani masyarakat dengan sepenuh hati."
Sunardi Sunardi,5,12/17/2021 13:31,"Dengan PLN Mobile semuanya jadi lebih lancar, kemarin waktu tambah daya, beli pulsa listrik, terus ada gangguan semua cepat teratasi, terimakasih PLN Mobile"
Jon hendri,5,12/17/2021 13:31,Sangat membantu
Kang Bejo,5,12/17/2021 13:23,Sangat membantu
Rudi Yusri,5,12/17/2021 13:16,"Terima kasih pln cabang pangkalpinang babel, atas bantuan utk kaki palsu tahun 2020. Semoga indonesia semakin tangguh demi kebersamaan."
Ririh Yuni Wahyudiana,5,12/17/2021 13:14,"Terimakasih sudah boleh bergabung, karena masih baru gabung semoga bisa belajar dengan aplikasi ini."
Iswani Fanhery,5,12/17/2021 13:11,PLN Mobile memang aplikasi yang sangat bermanfaat.
Wahyu Budiono,5,12/17/2021 13:10,Sangat Membantu
burhan55 55,5,12/17/2021 13:07,Woooww keren..cb masukkin daftar undangan LJPRMV.. hadiahnya super keren
Dewa Surya,3,12/17/2021 12:57,Kenap pada Oppo A5S tidak dapat diinstal
Luki Bamor,5,12/17/2021 12:51,Pelayanan sangat memuaska ketika ada masalah petugas selalu datang ketika di telp.
Kresno Mulyono,5,12/17/2021 12:51,Sy telah menggunakan PLN Mobile utk top up daya 3 meter sy. Yg 2 sdh dikrjkn. Yg 1 blm. Kpn?
Satria Suganda,5,12/17/2021 12:49,Pertahankan prestasinya
Sutrisno 07,5,12/17/2021 12:47,Dengan PLN mobile segalanya menjadi lebih mudah
syabirin curup,5,12/17/2021 12:45,Aplikasinya bagus dan terpercaya PLN MOBILE.
gat apriyanto,5,12/17/2021 12:43,sangat2 terbantu dgn aplikasi ini.
Kacang Panda5,5,12/17/2021 12:39,Alhamdulillah saya pernah tambah daya dg program diskon pertengahan thn 2021 dpt pelayan cepat. Apakah untuk pemasangan baru daya 900/1300 watt apakah masih pakai persyaratan sertifikat instalatir.
amien haja,5,12/17/2021 12:39,ð™¼ðšŠðšœðšžðš”ðšŠðš— ðš”ðš˜ðšðšŽ A0HHRO ðš‹ðš’ðšŠðš› ðš‹ðš’ðšœðšŠ ðšðš™ðš ðš”ðš˜ðš™ðš˜ðš— ðšžðš—ðšðš’ðšŠðš—
Nemplik Gsi,3,12/17/2021 12:37,pelayanan baik mudah dan cepat tidak ribet ðŸ‘
ramlan ramlan,5,12/17/2021 12:37,Mantap surantap
Mulyanto Mulyanto,5,12/17/2021 12:36,Terimakasih PLN dengan adanya portal PLN Mobile saya lebih mudah untuk pengaduan listrik padam yg lebih cepat ditanggapi utk pemulihan dan laporan angka stand kWh meter lebih simpel/mudah.
Luluk Selviana,5,12/17/2021 12:35,Terima kasih atas kemudahan dalam melakukan penambahan daya melalui PLN mobile dan diskon penambahan daya dengan transaksi yang mudah dilakukan melalui e banking
GASPAR DAJA,5,12/17/2021 12:33,Kerennn makasih ya
Ita Runiati,5,12/17/2021 12:28,Sangat memudahkan bagi kami dengan adanya aplikasi ini
yasin bogis,5,12/17/2021 12:26,Sangat membantu update tagihan dan pelayanan listrik
Surono Suro,4,12/17/2021 12:26,"Coba dulu, kalau bagus tambah bintang lima"
Bambang Irawan,5,12/17/2021 12:26,Pelayanan cepat di tangapi
Seran Jeremias,5,12/17/2021 12:22,Mantap pelayanannya
Cantika Reka Putri,5,12/17/2021 12:22,"Aplikasinya mantap, sangat membantuðŸ‘ðŸ‘"
King Ponsek,4,12/17/2021 12:17,sangat membantu
suhadi 67,5,12/17/2021 12:15,Dengan PLN mobile semua pelayanan PLN hanya ada dalam 1 genggaman pelayanan yang cepat tepat dan efektif
M.KHAMIDUDDIN _,5,12/17/2021 12:14,Aplikasi Yang sangat membantu dalam dunia kelistrikan
Agustinus Liah,3,12/17/2021 12:12,Saya ksh 3 bintang dl soal nya baru pakai app.PLN Mobile
Rush Arcy,5,12/17/2021 12:11,"Aplikasi yang sangat membantu, urusan listrik ada disini, good job."
Zen Abdullah (Seganteng Berbenah),5,12/17/2021 12:08,"Sangat membantu pelanggan, untuk mengatasi setiap kebutuhan...."
Rodianson Siregar,5,12/17/2021 12:06,smoga pln semakin profesional
Jondi B,4,12/17/2021 12:06,Cepat dan tanggap dalam pelayanan
Nurul Aisyah,5,12/17/2021 12:05,Respon sangat cepat untuk pelayanan nyaðŸ™ðŸ™
Abdullah sudirman,5,12/17/2021 11:25,sangat bantu saat ada kerusakan masalah listrik...
Darmawati Wati,5,12/17/2021 11:19,PLN mobile sangat mudah
Wiki Moko,5,12/17/2021 11:10,Cepat responya
traaa-,5,12/17/2021 10:30,Pln mobile mudah
Zainudin Soto,5,12/17/2021 10:14,"Mantab,lebih mudah dalam pelayanan"
Shinta El Karya Gulo,5,12/17/2021 9:52,"Aplikasinya gampang digunakan, dan sangat membantu proses pengecekan tagihan ðŸ¥°ðŸ˜"
Si Fresh,1,12/17/2021 9:47,GK guna laporan blm di datangin sudah selesai di aplikasi.
HB Panji Mega Angga (Pejuang Shodaqoh Cirebon),4,12/17/2021 9:45,Terus perbaiki bug bug yg ada di sistem. Kalau memang aplikasi dengan ewallet marger laporan nya blm singkron terus berbenah dan perbaiki terus. Sebagai user kita butuhnya solusi kendala yg cepat tanggap bukan yg berhari. Semoga terus perbiki
Edo,5,12/17/2021 8:40,"Layanan nya sangat bagus. Tindak Lanjut atas laporan dapat segera diatasi. Jaya terus PLN, turut membangun negeri Memberi Makna Indonesia"
ARIN WARIN,5,12/17/2021 8:13,Aplikasi ini sangat mendukung dan sangat membantu kaitan Pln..saya suka sekali ..mantap
pajri baya,5,12/17/2021 6:49,Sebuah aplikasi yg sangat bagus dan terintegrasi dalam satu genggaman..mantap PLN...
KARMAN STORE,5,12/17/2021 6:30,Cukup membantu ðŸ‘
Zulfikar SM,2,12/17/2021 6:13,"Terpaksa sy turunkan pembelian token melalui Link Aja gagal dan dianggap kadaluarsa, dan nominal uang saya tidak kembali karena masih status dlm proses di LinkAja sampai sekarang, mohon bantuannya"
NANDI RADIANSYAH,5,12/17/2021 6:00,oke pelanyanan cepat
Jhon Karto,5,12/17/2021 3:51,Aplikasinya sangat- sangat bermafaat ...
Wina Fricylia,1,12/17/2021 3:13,Bagaimana cara mencek sisa token secara online
Sumarni Makalalag,5,12/17/2021 0:46,Apk nya bagus bangettttt.....ayo dowload ya
Alam Akbar,1,12/16/2021 23:33,Susah install PLN mobile . Hp jadul x
shinta el bethnaz,1,12/16/2021 23:14,mengecewakan pelayanannya..18 jam listrik padam krn ada tulisan periksa..laporan lewat apk PLN Mobile puluhan kali sama sekali ga ada tindak lanjutnya....
Sahibul Dg Tompo',5,12/16/2021 23:09,Lebih mudah lebih murah
Raa RA,5,12/16/2021 22:32,Aplikasi sangat membantu saat kesusahan
SETIYAWAN,4,12/16/2021 22:24,Aplikasi sangat membantu
toamin sumiati,5,12/16/2021 22:09,Penanganannya sangat memuaskan
Ina Saro,1,12/16/2021 22:02,Blm eprnah make
nasri Al bajuri,5,12/16/2021 21:18,Kok kwh sy mati tiba2. Gmn solosi...?
ana Ponno,5,12/16/2021 20:25,Lebih akurat data yg ditrima dan smua bisa diakses
Iskandarsyah Selian,5,12/16/2021 19:51,Pelayanan sagat memuaskan konsumen
Sultan Andesko,5,12/16/2021 19:33,Berapakah biaya penambahan daya ?
Daniel Agus Utomo,1,12/16/2021 18:31,"Sangat tidak profesional komplain Token ndk bisa di input, listrik mati, lapor TLP ke 123 dari jam 13.30 sampai malam ndk di respon"
Lisa Indriyani,2,12/16/2021 18:12,Untuk info pemadaman kalah gercep sama yg di Instagram dan surat edaran dari daerah setempat...
Fazri Ahmad,5,12/16/2021 17:55,"Sangat membantu, saya tinggal di kampung, dulu sering sekali ada pemadaman di siang hari atau pun malam, entah kenapa & sampai kapan nyalanya kita ga tau karna tidak ada pemberitahuan sebelumnya, mau telpon lumayan mahal mending buat beli token. Setelah ada PLN mobile kemudahan informasi ada di tanggan saya. ketika ada keluhan proses penanganannya sangat cepat kurang dari 5 menit. Tinggal di tambah riwayat pembelian token di semua penyedia layanan untuk monitoring transaksi yg belum terinput"
Rahmat Arianto,5,12/16/2021 17:08,Aplikasi ini Lebih Memudahkan kita dalam Pembayaran Tagihan Listrik.
Nasya Saila,1,12/16/2021 16:29,Tidak ada solusi laporan di trima tapi solusi tidak ada percuma lapor lewat app ini
AFDAL- OFFICIAL,5,12/16/2021 16:28,Pln mobile mudah
Hindi M. Hasan,1,12/16/2021 16:26,"Laporan pengaduan selalu dibatalkan, diskriminasi antar desa. Gajelas banget PLN!"
azis jaka saputra,5,12/16/2021 16:06,Sangat puas karena aplikasi ini pembayaran listrik saya jadi mudah dan keluhan pembayaran sebelumnya jadi teratasiðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ™
zahri amer,5,12/16/2021 16:03,"Layanan sangat memuaskan, apk juga bagus."
suyanto suyanto,5,12/16/2021 15:57,PLN Hebat PLN Bertranformasi
Sani Satria,5,12/16/2021 15:48,Pelayanan terbaik
eigie Chazeen,5,12/16/2021 15:32,Sangat membantu
Ferry Firdaus,5,12/16/2021 15:27,Sekarang PLN pelayanannya sangat memuaskan
Epa Fitria,5,12/16/2021 15:26,PLN mobile terbaik
Abah Kasno,5,12/16/2021 15:26,Bagus sangat membantu apl nya
budzz 88,4,12/16/2021 15:16,Untuk kedepannya kelistrikan jangan hanya menampilkan 1 ID Pelanggan saja. Jadi kalau orang yang punya usaha Tidak Ribet dengan logout dan masuk masalah pengaduan
Yo Yo,5,12/16/2021 15:09,Ok terimakasih plng mobile
Ariesno Djunaedi,3,12/16/2021 15:07,"Tiga dulu Karena bayarnya selalu besar, pengen sih yg subsidi"
Jung Hans,1,12/16/2021 14:53,Ga ada perbaikan dan perubahan mati lampu bolak balik tanpa ada solusi....mati lampu berkali2 dalam sehari terutama daerah bogor barat tiap bikin laporan malah di batalkan sepihak...pelayanan buruk jangan harap saya merubah penilaian tanpa ada perbaikan
Pocik Quenzi,5,12/16/2021 14:50,sangat membantu
arif sulistiyo,5,12/16/2021 14:44,Semakin terbantukan
zaenal fuad,5,12/16/2021 14:44,Sangat membantu
Rian Andrian,5,12/16/2021 14:41,PLN mobile mudah
Eten Zaenal Mutaqin,4,12/16/2021 14:40,Pembayaran sangat mudah dan pencatat meter selalu sama dengan data di meter kwh
isa milan,5,12/16/2021 14:38,"terimakasih pln, kukasih bintang lima karna va brimo free admin, untuk selamanya ya minðŸ‘"
Indra Wati,1,12/16/2021 14:26,"Kenapa d kampung kami sering menjadi langganan lampu mati, kami ada d perumahan Selong permai kab.sampng mohon perhatiannya trim"
Dank Duik,1,12/16/2021 14:23,Mana bonus paket nya
Sudarmi Astuti,5,12/16/2021 14:21,Alhamdullilah skarang lampu jarang padam di Maron. Kalo lah padam cuma sebentar. Memang beda skali dgn dulu. Smoga ke depannya PLN SLALU MEMBERIKAN PELAYANAN PRIMA PD MASYARAKAT. PLN ...JAYA
Ridho Saputra,5,12/16/2021 14:21,"Aplikasinya Sangat Bagus Sekali, dan memberikan kemudahan kepada saya"
Rahmania Sarah,5,12/16/2021 14:18,Penanganan ny cepat dan ramah
dencik syamsurizal,3,12/16/2021 14:15,Ksh bintang 3 dulu kalo udah pake bagus br naik lg yah
Fauqi,5,12/16/2021 14:02,Sangat membantu
Revan Hidayat,2,12/16/2021 13:58,"Hadehh ..ini kapan pemasangan barunya ..bayar udah ,nunggu udah .harus di infoin kapan datangnya ,tanggal brpa pemasangan.saya kan orang kuli ,takutnya ga ada di rumah..coba tolong di bantu.sabar juga ada batasnya mimin."
Uun Kurniasih,5,12/16/2021 13:35,Sangat Membantu
Fbrn 1,1,12/16/2021 13:21,Ngak Ada responnya Pas pengaduanðŸ˜ƒðŸ‘
Ginanjar Putra,5,12/16/2021 13:19,Terima kasih sangat membantu
Fitri Fitri,5,12/16/2021 13:16,"Bisa lihat tagihan per bulan, mantab"
Faris SyabanianS,1,12/16/2021 13:15,"Knpa saya mengirim pengaduan lewat apk ini statusnya kct selesai, tapi saya masukkan token nya masih tidak bisa, gmna terus???"
achan shy,5,12/16/2021 13:10,mantap..sangat sangat membantu aplikasi nya...respon ketika ada gangguan kelistrikan cepat di tanggapi..
firman mamen,5,12/16/2021 13:04,Pelayanan nya Amat sangat memudahkan. Pertahankan ya
Rain Vivo,5,12/16/2021 12:57,Sangat memudahkan
Ika Sumiyati,5,12/16/2021 12:41,pelayanan bagus .tapi pernah sepedo meter saya di ganti dengan pegawai PLN tanpa izin dan sepengetahuan saya ..dan alhamdulilah .ada pegawai lain yang membantu untuk pengembalian sepedo meter saya yang asli .tolong untuk kedepannya lebih di perhatikan dulu sebelum bertindak .terima kasih ðŸ™ðŸ™ðŸ™ðŸ™
Rina Dewi,3,12/16/2021 12:36,Tlg ya klo mw da pemadaman jgn di jamÂ² sibuk terutama pagi - siang
Rozak,4,12/16/2021 12:33,Membantu Info
winmerah teknik,5,12/16/2021 12:30,Sangat membantuh baik dari sisi waktu cepecatan penanganan
abdullah Abdul M Aimang,4,12/16/2021 12:20,"Mantap, sangat terbantukan"
Syahrudin Udin,5,12/16/2021 12:17,Sangat membantu
Perwito Wirosumarto,4,12/16/2021 12:15,Cukup reponsip terhadap keluhan pelanggan .....
Rahman Sagita,1,12/16/2021 11:33,Pengaduan saya ga di respon sudah di kepetugas cuman petugas ga datang di aplikasi sudah selesai
Bahrul Madi,5,12/16/2021 11:02,"Alhamdulilah semenjak ada pelayanan PLN mobile semua nya jadi mudah, dan respon dari petugas pun cepat, gak butuh waktu lama petugas pun menghubungi dan langsung datang,mantap lah semoga kedepannya bisa lebih baik lagi untuk melayani masyarakat."
Radit Peratama,1,12/16/2021 11:01,Sya waktu bru buka aplikasi dan regristrasi kok yang kirim kode otp no pribadi? Bukan an.PLN ya? Stlh syaikutin berhasil tapi setelahnya bznyzk no yg d kenal tiba tiba pada masuk tntg penawaran investasi..ahirnya uninstsl lagi plnmobile nya sya jdi hawatir dg no pribadi yang kirim kode otp..berasa gk aman
Chairul Rizal,5,12/16/2021 10:58,Terbantu dengan mudah
sanafiah faisal,5,12/16/2021 10:41,"Mantab. Lah gini donk, ada pengaduan, langsung datang, cepat, tanggap. Istimewa"
